,ID,K_bin0_Expression_1,K_bin0_Expression_2,K_bin0_binding_1,K_bin0_binding_2,K_bin1_Expression_1,K_bin1_Expression_2,K_bin1_binding_1,K_bin1_binding_2,K_input_Binding_1,K_input_Binding_2,K_input_Expression_1,K_input_Expression_2,concentration
294,MW457871.1,,,,8.0,,,,10.0,4.0,1.0,1.0,1.0,A
295,321.5.GC.28.1C04,130.0,32.0,116.0,16.0,449.0,482.0,25.0,22.0,820.0,1113.0,1352.0,1118.0,A
296,030_09_2B03_1,,,,8.0,,,,3.0,,2.0,,,A
297,315-02-08_1G03,,,,6.0,,,,4.0,1.0,3.0,,,A
298,20A-609-30_1E03,,,,4.0,,,,10.0,3.0,3.0,1.0,2.0,A
299,CR9114_S10D,,,,2.0,,,,1.0,3.0,4.0,2.0,1.0,A
300,MN283391.1,,,,8.0,,,,8.0,9.0,3.0,7.0,4.0,A
301,F045-092,,1.0,1.0,3.0,,1.0,6.0,3.0,4.0,2.0,3.0,3.0,A
302,AF174065.1,,,,6.0,,,,10.0,4.0,4.0,5.0,3.0,A
303,MN580651.1,,,,9.0,,,,10.0,,,2.0,1.0,A
304,MK900817.1,,,,7.0,,,,7.0,9.0,14.0,5.0,6.0,A
305,125e06,40.0,,57.0,,,201.0,,27.0,367.0,446.0,540.0,398.0,A
306,AY393688.1,,,,10.0,,,,12.0,7.0,2.0,5.0,,A
307,70-5F01,108.0,68.0,182.0,174.0,353.0,1079.0,2.0,120.0,1604.0,1843.0,2275.0,2028.0,A
308,MK269478.1,,,,14.0,,,,11.0,6.0,9.0,6.0,4.0,A
309,MN292079.1,,,,5.0,,,,4.0,,,,,A
310,HM774032.1,,,,5.0,,,,12.0,5.0,3.0,2.0,2.0,A
311,KJ880539.1,,,,17.0,1.0,,,21.0,10.0,7.0,5.0,4.0,A
312,AJ437669.1,,,,16.0,,,,26.0,8.0,4.0,3.0,6.0,A
313,JN111013.1,,,,4.0,,,,9.0,1.0,3.0,2.0,3.0,A
314,HM774061.1,,,,10.0,,,,10.0,9.0,3.0,1.0,1.0,A
315,GU570265.1,,,,6.0,,,,6.0,5.0,6.0,2.0,5.0,A
316,MW654973.1,,,1.0,24.0,,,,31.0,14.0,8.0,6.0,9.0,A
317,315_05Mem_1F12,,,,10.0,,,,12.0,5.0,3.0,2.0,3.0,A
318,MH500134.1,,,,8.0,,,,7.0,5.0,6.0,3.0,5.0,A
319,MW458148.1,,,,4.0,,,,11.0,5.0,2.0,5.0,4.0,A
320,MW654815.1,,,,1.0,,,,4.0,,,1.0,1.0,A
321,CR9114_A1S,1.0,,,6.0,,,,7.0,11.0,17.0,12.0,8.0,A
322,AF103186.1,,,,3.0,,,,6.0,1.0,1.0,,,A
323,CR9114_Y7Q,,,,9.0,,,,11.0,1.0,2.0,,,A
324,MT566000.1,,,,1.0,,,,2.0,,3.0,1.0,1.0,A
325,MK417206.1,,,,7.0,,,,3.0,3.0,1.0,3.0,1.0,A
326,JN110805.1,,,,14.0,,,,21.0,7.0,9.0,6.0,5.0,A
327,H1N1_296-16-IgG-2A02_,,,,15.0,,,,13.0,6.0,4.0,3.0,3.0,A
328,561_05_02,,,,,,,,1.0,,,,,A
329,MN288055.1,,,,9.0,,,,7.0,,1.0,,,A
330,MN282074.1,,,,1.0,,,,5.0,2.0,,,1.0,A
331,MN445654.1,,,,7.0,,,,10.0,4.0,1.0,,,A
332,315_05Mem_1E03,,,,3.0,,,,4.0,3.0,,,1.0,A
333,HQ378412.1,,,,5.0,,,,5.0,3.0,2.0,3.0,1.0,A
334,MW293055.1,,,,8.0,,,,13.0,1.0,3.0,1.0,,A
335,MN281795.1,,,,5.0,,,,7.0,1.0,1.0,1.0,,A
336,321.5.PB.5.7D11_1,,,,8.0,,,,10.0,1.0,3.0,3.0,1.0,A
337,M9,54.0,10.0,102.0,42.0,63.0,351.0,4.0,139.0,813.0,1190.0,1091.0,1037.0,A
338,R95-1G02,,,,4.0,,,,2.0,2.0,,2.0,3.0,A
339,MW458643.1,,2.0,1.0,10.0,,,,12.0,8.0,4.0,5.0,,A
340,MW587462.1,,,,2.0,,,,5.0,1.0,,1.0,1.0,A
341,SFV005-1C01,,,,10.0,,,,15.0,6.0,8.0,3.0,6.0,A
342,317.4K.L060.01_W2,368.0,341.0,136.0,332.0,453.0,1404.0,52.0,37.0,1646.0,2130.0,2890.0,2389.0,A
343,AY393504.1,,,,31.0,,1.0,,38.0,15.0,10.0,11.0,9.0,A
344,EU146320.1,,,,9.0,,,,14.0,1.0,4.0,5.0,2.0,A
345,FI3066V,,,,10.0,,,,5.0,4.0,4.0,5.0,3.0,A
346,MN284079.1,,,,30.0,,,,31.0,12.0,14.0,10.0,5.0,A
347,AJ437674.1,,,,15.0,,,,20.0,6.0,7.0,2.0,4.0,A
348,KM067713.1,,,1.0,14.0,,,,17.0,6.0,8.0,6.0,7.0,A
349,AJ414015.1,,,,3.0,,,,6.0,,,,1.0,A
350,CR9114_Y6P,,,,6.0,,,,6.0,2.0,1.0,,1.0,A
351,MW177243.1,,,,8.0,,,,14.0,6.0,7.0,1.0,7.0,A
352,HM774365.1,,,,1.0,,,,6.0,1.0,,,,A
353,5.6.c2487,293.0,3.0,185.0,90.0,322.0,664.0,,63.0,1286.0,1448.0,2025.0,1585.0,A
354,MN282450.1,,,,1.0,,,,2.0,,,1.0,,A
355,HM116184.1,,,,2.0,,,,6.0,4.0,2.0,,2.0,A
356,MN285206.1,,,,3.0,,,,6.0,,,,,A
357,MN283450.1,,,,2.0,,,,4.0,1.0,2.0,,1.0,A
358,MK673467.1,,,,15.0,,,,18.0,8.0,3.0,2.0,7.0,A
359,MN283376.1,,,,10.0,,,,11.0,8.0,4.0,3.0,6.0,A
360,MN283399.1,,,,2.0,,,,6.0,208.0,215.0,135.0,141.0,A
361,MW598287.1,,,,8.0,,,,7.0,3.0,1.0,1.0,1.0,A
362,MN285261.1,,,,3.0,,,,2.0,,,,,A
363,MN280955.1,,,,9.0,,,,8.0,4.0,3.0,1.0,5.0,A
364,JN110763.1,,,,15.0,,,,15.0,2.0,5.0,2.0,2.0,A
365,KT304538.1,,,,5.0,,,,7.0,1.0,4.0,1.0,3.0,A
366,MW654894.1,,,,5.0,,,,6.0,8.0,5.0,5.0,4.0,A
367,HM774018.1,,,,21.0,,,,13.0,11.0,7.0,5.0,7.0,A
368,MK269492.1,,,,1.0,,,,4.0,,1.0,1.0,,A
369,AY393682.1,,,,6.0,,,,6.0,4.0,2.0,2.0,2.0,A
370,GQ903485.1,,,,5.0,,,,9.0,8.0,2.0,3.0,2.0,A
371,JN000528.1,,,,11.0,,,,6.0,4.0,7.0,3.0,2.0,A
372,HM996141.1,,,,15.0,,,,10.0,4.0,11.0,4.0,,A
373,CR9114_G11_,,,,26.0,,,,36.0,8.0,2.0,4.0,8.0,A
374,AB826531.1,,,,3.0,,,,5.0,2.0,1.0,1.0,2.0,A
375,DQ100820.1,,,,1.0,,,,4.0,,1.0,,,A
376,CR9114_A1L,,,,7.0,,,,8.0,,1.0,,2.0,A
377,MN291004.1,1.0,,,1.0,,,,3.0,1.0,1.0,,,A
378,AB067309.1,,,,17.0,,,,19.0,7.0,6.0,6.0,3.0,A
379,KT304373.1,,,,15.0,,,,27.0,11.0,5.0,2.0,3.0,A
380,MT151535.1,,,,29.0,,,,34.0,9.0,8.0,5.0,11.0,A
381,AY393108.1,,,,8.0,,,,11.0,3.0,2.0,3.0,2.0,A
382,AB066829.1,,,,13.0,,,,8.0,,,1.0,3.0,A
383,MG879696.1,,,,4.0,,,,6.0,,1.0,1.0,1.0,A
384,AB066939.1,,,,7.0,,,,14.0,2.0,1.0,1.0,2.0,A
385,136e03,87.0,5.0,104.0,314.0,317.0,1436.0,158.0,57.0,1623.0,1708.0,2363.0,1830.0,A
386,20A-620-30_1F06,,,,4.0,,,,4.0,1.0,1.0,,,A
387,MN281759.1,,,,3.0,,,,10.0,3.0,4.0,6.0,5.0,A
388,310-18C6,,,,3.0,,,,2.0,2.0,3.0,,,A
389,CR9114_Y6G,,,,9.0,,,,17.0,9.0,5.0,3.0,4.0,A
390,KX948497.1,,,,4.0,,,,8.0,3.0,3.0,3.0,,A
391,MW176556.1,,,,8.0,,,,10.0,2.0,2.0,3.0,2.0,A
392,AB776859.1,,,,3.0,,,,5.0,,,,,A
393,70-1F03_1,,,,8.0,,,,12.0,3.0,3.0,,2.0,A
394,BC062336.1,,,,12.0,,,,17.0,4.0,7.0,5.0,1.0,A
395,MN283989.1,,,,6.0,,,,2.0,2.0,2.0,1.0,2.0,A
396,FI154V,,,,5.0,,,,1.0,140.0,116.0,92.0,88.0,A
397,JN000684.1,,,,6.0,,,,8.0,1.0,1.0,2.0,4.0,A
398,CR9114_M12W,,,,4.0,,,,6.0,77.0,96.0,65.0,65.0,A
399,DQ524041.1,,,,11.0,,,,15.0,8.0,6.0,6.0,5.0,A
400,MN284257.1,,,,5.0,,,,12.0,2.0,5.0,4.0,2.0,A
401,AY393269.1,,,,6.0,,,,8.0,3.0,,1.0,3.0,A
402,MN288031.1,,,,3.0,,,,3.0,1.0,1.0,,,A
403,HM995678.1,,,,8.0,,,,8.0,4.0,,,1.0,A
404,HM775046.1,,,,5.0,,,,12.0,3.0,2.0,1.0,3.0,A
405,AF103052.1,,,,6.0,,,,7.0,2.0,1.0,3.0,1.0,A
406,AF115119.1,,,,10.0,,,,13.0,2.0,1.0,2.0,,A
407,MN281994.1,,,,3.0,,,,4.0,,,,,A
408,136h04,32.0,25.0,33.0,108.0,141.0,368.0,1.0,13.0,646.0,394.0,816.0,633.0,A
409,KF895803.1,,,,6.0,,,,5.0,2.0,4.0,,1.0,A
410,MN287689.1,,,,15.0,,,,4.0,4.0,2.0,3.0,4.0,A
411,MK269451.1,,,,8.0,,,,11.0,4.0,5.0,1.0,1.0,A
412,MK269761.1,,,,13.0,,,,15.0,4.0,7.0,2.0,2.0,A
413,MH605109.1,,,,1.0,,,,2.0,,,,,A
414,HM995820.1,,,,9.0,,,,7.0,3.0,1.0,1.0,4.0,A
415,U00550.1,,,,4.0,,,,8.0,5.0,5.0,,3.0,A
416,M23,105.0,13.0,151.0,24.0,210.0,484.0,304.0,196.0,945.0,886.0,1464.0,1216.0,A
417,MW654600.1,,,,7.0,,,,10.0,6.0,4.0,2.0,1.0,A
418,AY557627.1,,,,9.0,,,,14.0,6.0,5.0,2.0,2.0,A
419,315-24-04_1E03,,,,17.0,,,,16.0,2.0,4.0,5.0,5.0,A
420,AM279568.1,,,,15.0,,,,7.0,3.0,4.0,5.0,1.0,A
421,CR9114_G11R,,,,8.0,,,,9.0,16.0,19.0,12.0,9.0,A
422,MW176165.1,,,,17.0,,,,13.0,4.0,5.0,7.0,3.0,A
423,KT304540.1,,,,4.0,,,,2.0,2.0,,,,A
424,EU099099.1,,,,8.0,,,,8.0,1.0,3.0,,,A
425,20A-678-41_1C09,,,,6.0,,,,14.0,8.0,7.0,1.0,1.0,A
426,MH605111.1,,,,10.0,,,,11.0,4.0,,,1.0,A
427,H1N1_300-16-IgG-2E02_,,,,1.0,,,,3.0,1.0,2.0,,,A
428,CR9114_Y9G,,,,10.0,,,,12.0,9.0,14.0,10.0,6.0,A
429,MN288054.1,,,,3.0,,,,2.0,,3.0,3.0,1.0,A
430,MT151586.1,,,,5.0,,,,14.0,1.0,6.0,2.0,1.0,A
431,AF092498.1,,,,5.0,,,,12.0,1.0,5.0,4.0,3.0,A
432,310-18F7,,,,10.0,,,,13.0,3.0,4.0,1.0,3.0,A
433,M22,105.0,72.0,205.0,128.0,104.0,460.0,1.0,47.0,920.0,879.0,1174.0,960.0,A
434,P1697,12.0,,22.0,28.0,29.0,107.0,,167.0,195.0,136.0,254.0,191.0,A
435,KT304529.1,,,,9.0,,,,10.0,6.0,2.0,2.0,6.0,A
436,MN285388.1,,,,3.0,,,,10.0,,2.0,1.0,2.0,A
437,MN281064.1,,,,10.0,,,,15.0,2.0,2.0,2.0,,A
438,HQ703994.1,,,1.0,9.0,,,,20.0,15.0,20.0,9.0,8.0,A
439,HM995677.1,,,,5.0,,,,9.0,1.0,1.0,3.0,4.0,A
440,MN281369.1,,,,18.0,,,,8.0,8.0,6.0,3.0,2.0,A
441,MK269919.1,,,,11.0,,1.0,,20.0,8.0,4.0,2.0,5.0,A
442,KT304444.1,,,,8.0,,,,7.0,3.0,1.0,1.0,3.0,A
443,MW681748.1,,,,7.0,,,,3.0,,2.0,,,A
444,MW654873.1,,,1.0,7.0,,,,5.0,,1.0,,2.0,A
445,EU099145.1,,,,13.0,,,,8.0,3.0,4.0,3.0,,A
446,MN280924.1,,,,2.0,,,,6.0,,,,1.0,A
447,5.6.c3308,80.0,84.0,101.0,429.0,480.0,1577.0,10.0,103.0,1220.0,1565.0,1956.0,1737.0,A
448,MN281101.1,,,,19.0,,,,15.0,6.0,6.0,5.0,3.0,A
449,CR9114_R2W,,,,7.0,,,,11.0,15.0,6.0,8.0,2.0,A
450,MW177366.1,,,,1.0,,,,2.0,,1.0,1.0,,A
451,AB826560.1,,,,13.0,,,,11.0,4.0,2.0,4.0,4.0,A
452,DQ524127.1,,,,12.0,,,,7.0,3.0,1.0,1.0,1.0,A
453,KC802097.1,,,,14.0,,,,11.0,10.0,4.0,5.0,8.0,A
454,MN445729.1,,,,12.0,,,,17.0,7.0,5.0,9.0,5.0,A
455,HM995375.1,,,,2.0,,,,5.0,,2.0,1.0,1.0,A
456,CR9114_V14R,,,,4.0,,,,6.0,21.0,33.0,17.0,17.0,A
457,CR9114_S10K,,,,,,,,1.0,35.0,29.0,14.0,17.0,A
458,AY062310.1,,,,6.0,,,,5.0,,,,,A
459,310-18C8,,,,3.0,,,,3.0,1.0,1.0,3.0,,A
460,AB067371.1,,,,11.0,,,,23.0,11.0,14.0,13.0,2.0,A
461,COV2-2270,46.0,,87.0,38.0,67.0,289.0,,105.0,648.0,864.0,917.0,903.0,A
462,MN280921.1,,,,6.0,,,,11.0,2.0,4.0,3.0,1.0,A
463,20A-620-30_2F11,,,,9.0,,,,16.0,1.0,3.0,1.0,2.0,A
464,DQ926344.1,,,,10.0,,,,14.0,6.0,3.0,2.0,3.0,A
465,CR9114_N5M,,,,14.0,,,,13.0,27.0,18.0,20.0,20.0,A
466,MW458213.1,,,,3.0,,,,2.0,2.0,2.0,,1.0,A
467,FJ385431.1,,,,12.0,,,,15.0,2.0,3.0,1.0,2.0,A
468,20A-609-30_2E04,,,,1.0,,,,7.0,,,,,A
469,KJ487349.1,,,,7.0,,,,15.0,11.0,6.0,7.0,3.0,A
470,AY941846.1,,,,2.0,,,,2.0,,,,,A
471,MW654895.1,,,,8.0,,,,15.0,7.0,4.0,,4.0,A
472,CR9114_V14_,,,,7.0,,,,8.0,1.0,4.0,3.0,5.0,A
473,HM774670.1,,,,5.0,,,,5.0,2.0,2.0,2.0,1.0,A
474,KX948198.1,,,,10.0,,,,14.0,8.0,12.0,6.0,10.0,A
475,CR9114_S10H,,,,4.0,,,,9.0,32.0,27.0,17.0,18.0,A
476,EU099174.1,,,,5.0,,,,6.0,7.0,4.0,1.0,2.0,A
477,MN288065.1,,,,3.0,,,,7.0,,1.0,1.0,,A
478,DQ926653.1,,,,10.0,,,,9.0,3.0,6.0,3.0,3.0,A
479,CR9114_S10C,,,,11.0,,,,7.0,1.0,3.0,3.0,3.0,A
480,AJ305231.1,,,,7.0,,1.0,,11.0,2.0,4.0,3.0,1.0,A
481,MN291130.1,,,,15.0,,,,9.0,4.0,2.0,2.0,5.0,A
482,315-02-08_1B10,,,,4.0,,,,7.0,3.0,1.0,,3.0,A
483,MT565902.1,,,,1.0,,,,4.0,,,,,A
484,MN281997.1,,,,,,,,2.0,1.0,,1.0,,A
485,DQ926439.1,,,,8.0,1.0,,,5.0,4.0,4.0,3.0,2.0,A
486,MN285061.1,,,,7.0,,,,10.0,4.0,3.0,2.0,2.0,A
487,KX948267.1,,,,9.0,,,,11.0,1.0,7.0,5.0,3.0,A
488,DQ109968.1,,,,11.0,,,,8.0,2.0,4.0,1.0,3.0,A
489,EU099220.1,,,,2.0,,,,3.0,2.0,,,2.0,A
490,MN284524.1,,,,8.0,,,,8.0,8.0,7.0,7.0,4.0,A
491,KT304382.1,,,,7.0,,,,10.0,3.0,5.0,2.0,1.0,A
492,315-24-08_1F09,,,,4.0,,,,6.0,5.0,2.0,2.0,6.0,A
493,MN281223.1,,,,6.0,,,,8.0,3.0,2.0,,2.0,A
494,MN282893.1,,,,15.0,,,,7.0,2.0,3.0,,4.0,A
495,MN285079.1,,,,4.0,,,,6.0,3.0,3.0,1.0,2.0,A
496,039_10_5G05_1,,,,7.0,,,,9.0,9.0,7.0,4.0,5.0,A
497,JN000538.1,,,,,,,,2.0,,,,,A
498,AJ414027.1,,,,2.0,,,,5.0,3.0,7.0,1.0,3.0,A
499,CR9114_D13C,,,,6.0,,1.0,,17.0,278.0,235.0,199.0,158.0,A
500,CR9114_H3F,,,,3.0,,,,7.0,,,2.0,1.0,A
501,AF174109.1,,,,10.0,,,,11.0,10.0,8.0,3.0,5.0,A
502,321.5.PB.5.5D09_1,,,,8.0,,,,3.0,,1.0,,2.0,A
503,315-06-04_1D02,,,,7.0,,,,10.0,3.0,6.0,1.0,2.0,A
504,MN285450.1,,,,5.0,,,,5.0,1.0,2.0,,4.0,A
505,MW039656.1,,,,7.0,,,,9.0,2.0,,,,A
506,KT304460.1,,,,6.0,,,,2.0,2.0,,1.0,1.0,A
507,1009-3B05,77.0,,,,19.0,118.0,88.0,57.0,417.0,486.0,585.0,531.0,A
508,150055-032_2D05_1,,,,7.0,,,,11.0,8.0,5.0,2.0,2.0,A
509,01.s.01_Heavy_1,,,,5.0,,,,9.0,4.0,3.0,2.0,5.0,A
510,EU794401.1,,,,2.0,,,,4.0,2.0,1.0,,,A
511,KX948338.1,,,,3.0,,,,6.0,1.0,2.0,4.0,,A
512,551,23.0,,96.0,,81.0,191.0,1.0,93.0,431.0,524.0,652.0,538.0,A
513,3p4w42,,,,3.0,,,,4.0,,,2.0,1.0,A
514,HM996269.1,,,,7.0,,,,2.0,6.0,2.0,3.0,5.0,A
515,AJ252275.1,,,,10.0,,1.0,,8.0,2.0,2.0,3.0,3.0,A
516,MN281344.1,,,,12.0,,,,12.0,4.0,1.0,7.0,2.0,A
517,310-18C1,,,,5.0,,,,7.0,,4.0,3.0,1.0,A
518,CR9114_G4_,,,,11.0,1.0,,,15.0,1.0,6.0,,3.0,A
519,1009-3G06_1,,,,6.0,,,,4.0,3.0,5.0,1.0,3.0,A
520,310-18C7,,,,14.0,,,,15.0,23.0,19.0,7.0,14.0,A
521,CR9114_D13N,,,,13.0,,,,12.0,247.0,205.0,177.0,142.0,A
522,MK901758.1,,,,5.0,,,,5.0,,1.0,,,A
523,AY393238.1,,,,6.0,,,,10.0,3.0,5.0,3.0,3.0,A
524,321.5.GC.12.2A07,124.0,,18.0,53.0,127.0,438.0,1.0,24.0,885.0,1043.0,1249.0,947.0,A
525,MK269450.1,,,,4.0,,,,4.0,,1.0,,,A
526,MN292392.1,,,,3.0,,,,5.0,3.0,2.0,4.0,4.0,A
527,HM995219.1,,,,12.0,,,,15.0,7.0,4.0,4.0,4.0,A
528,KP278495.1,,,,3.0,,,,4.0,2.0,1.0,2.0,2.0,A
529,321.5.PB.5.6H06,136.0,1.0,26.0,282.0,147.0,655.0,34.0,52.0,859.0,1076.0,1307.0,1046.0,A
530,DQ100958.1,,,,10.0,,,,13.0,4.0,2.0,2.0,2.0,A
531,MG524250.1,,,,12.0,,,,9.0,3.0,2.0,1.0,3.0,A
532,AB067022.1,,,,8.0,,,,4.0,4.0,5.0,3.0,3.0,A
533,FJ385306.1,,,,5.0,,,,11.0,3.0,3.0,4.0,8.0,A
534,MW602690.1,,,,8.0,,,,8.0,1.0,2.0,1.0,1.0,A
535,AB066949.1,,,,4.0,,,,8.0,1.0,3.0,6.0,5.0,A
536,F026-146,,2.0,2.0,,1.0,2.0,4.0,9.0,10.0,3.0,3.0,3.0,A
537,20A-609-30_2G01,,,,,,,,2.0,,,,,A
538,CR9114_Y7M,,,,7.0,,,,11.0,27.0,19.0,18.0,12.0,A
539,CR9114_Y8V,,,,22.0,,,,18.0,29.0,33.0,27.0,22.0,A
540,CR9114_D13L,,,,12.0,,,,5.0,168.0,163.0,134.0,124.0,A
541,AY866675.1,,,,6.0,,,,10.0,2.0,1.0,1.0,2.0,A
542,MW655281.1,,,,10.0,,,,7.0,1.0,2.0,,2.0,A
543,HM774654.1,,,,8.0,,,,8.0,,6.0,3.0,2.0,A
544,20A-678-41_1C08,,,,3.0,,,,5.0,,,,,A
545,ADI-55726,21.0,2.0,48.0,28.0,159.0,184.0,20.0,38.0,453.0,695.0,687.0,557.0,A
546,HM996349.1,,,,10.0,,,,10.0,3.0,1.0,,,A
547,MAD0103J13,35.0,,22.0,,24.0,136.0,1.0,12.0,256.0,260.0,352.0,256.0,A
548,20A-620-30_1B09,,,,13.0,,,,11.0,4.0,4.0,1.0,2.0,A
549,MN281468.1,,,,2.0,,,,3.0,1.0,4.0,,,A
550,EF624136.2,,,,5.0,,,,7.0,2.0,,,1.0,A
551,AF267760.1,,,,3.0,,,,2.0,,,,,A
552,MN288053.1,,,,7.0,,,,10.0,4.0,3.0,1.0,4.0,A
553,AJ239344.1,,,,1.0,,,,3.0,1.0,2.0,,,A
554,CR9114_R2H,,,,9.0,,,,7.0,55.0,68.0,54.0,40.0,A
555,H1N1_301-16-IgG-2B04_,,,,7.0,,,,8.0,2.0,1.0,3.0,3.0,A
556,TTP-A10,284.0,21.0,514.0,313.0,308.0,1563.0,3.0,39.0,2073.0,2893.0,2931.0,2352.0,A
557,MW655216.1,,,,9.0,,,,13.0,3.0,,1.0,4.0,A
558,EF178064.1,,,,2.0,,,,3.0,,,,,A
559,HQ378359.1,,,,15.0,,,,15.0,10.0,4.0,2.0,1.0,A
560,321.11.PB.6.1H03,,2.0,2.0,1.0,,4.0,1.0,2.0,2.0,4.0,5.0,3.0,A
561,HQ704056.1,,,,5.0,,,,9.0,1.0,2.0,,3.0,A
562,MK417136.1,,,,5.0,,,,10.0,1.0,2.0,2.0,1.0,A
563,16.k.01_Heavy,141.0,,35.0,81.0,186.0,616.0,1.0,85.0,934.0,1076.0,1475.0,1199.0,A
564,KY432411.1,,,1.0,13.0,,,,14.0,10.0,5.0,5.0,7.0,A
565,JN111094.1,,,,15.0,,,,13.0,5.0,4.0,2.0,4.0,A
566,CR9114_V14C,,,,6.0,,,,10.0,3.0,6.0,3.0,1.0,A
567,CR9114_N5S,,,,2.0,,,,9.0,19.0,21.0,15.0,16.0,A
568,CR9114_V14N,,,,10.0,,,,2.0,150.0,151.0,105.0,83.0,A
569,FJ385430.1,,,,7.0,,,,5.0,5.0,1.0,1.0,3.0,A
570,315-09-06_5E06,,,,24.0,,,,32.0,3.0,3.0,4.0,3.0,A
571,315-09-08_1B11,,,,4.0,,,1.0,7.0,2.0,1.0,1.0,1.0,A
572,MW458832.1,,,,13.0,,,,8.0,1.0,4.0,1.0,1.0,A
573,MK752511.1,,,,5.0,,,,4.0,,1.0,,1.0,A
574,KT304416.1,,,,,,,,1.0,,,,,A
575,AY994081.1,,,,5.0,,,,10.0,2.0,,1.0,2.0,A
576,N60P51,95.0,19.0,98.0,264.0,169.0,806.0,3.0,122.0,1260.0,1458.0,1598.0,1353.0,A
577,MN282835.1,1.0,,,3.0,,,,8.0,,1.0,,1.0,A
578,MN282080.1,,,,2.0,,,,4.0,2.0,2.0,,,A
579,MN285092.1,,,,8.0,,,,5.0,1.0,1.0,,1.0,A
580,310-18D3,,,,6.0,,,,9.0,3.0,,,1.0,A
581,AF308542.1,,,,19.0,,,,19.0,7.0,11.0,7.0,7.0,A
582,MW681724.1,,,,15.0,,,,7.0,6.0,1.0,9.0,8.0,A
583,MN281939.1,,,,2.0,,,,4.0,,,1.0,,A
584,JX462749.1,,,,10.0,,,,10.0,4.0,5.0,4.0,2.0,A
585,HM774295.1,,,,14.0,,,,7.0,4.0,3.0,3.0,3.0,A
586,MT151407.1,,,,4.0,,,,10.0,7.0,3.0,1.0,2.0,A
587,MT151447.1,,,,5.0,,,,8.0,6.0,1.0,,2.0,A
588,MN292278.1,,,,10.0,,,,11.0,4.0,6.0,4.0,4.0,A
589,KX948376.1,,,,5.0,,,,13.0,142.0,134.0,84.0,81.0,A
590,5.6.c2627,5.0,,1.0,32.0,31.0,79.0,,16.0,114.0,132.0,165.0,127.0,A
591,MG879702.1,,,,12.0,,,,12.0,7.0,9.0,4.0,1.0,A
592,MN288069.1,,,,11.0,,,,10.0,7.0,4.0,3.0,4.0,A
593,KX948549.1,,,,4.0,,,,12.0,3.0,2.0,2.0,,A
594,DQ535416.1,,,,5.0,,,,7.0,,,,,A
595,3809,,,,2.0,,,,5.0,,3.0,,2.0,A
596,CR9114_Y7E,1.0,,,9.0,,1.0,,7.0,6.0,6.0,2.0,4.0,A
597,MN288082.1,,,,1.0,,,,5.0,1.0,,,,A
598,MW655271.1,,,,10.0,,,,12.0,5.0,6.0,9.0,9.0,A
599,MN281179.1,,,,4.0,,,,7.0,1.0,,,4.0,A
600,X98903.1,,,,9.0,,,,12.0,2.0,4.0,1.0,2.0,A
601,MN282115.1,,,,9.0,,,,7.0,1.0,3.0,2.0,1.0,A
602,MN290627.1,,,,10.0,,,,9.0,5.0,3.0,3.0,2.0,A
603,MW176287.1,,,,4.0,,,,6.0,2.0,3.0,2.0,1.0,A
604,HM774946.1,,,1.0,18.0,,,,14.0,15.0,14.0,9.0,8.0,A
605,315-21-08_1A07,,,,9.0,,,,14.0,5.0,11.0,5.0,3.0,A
606,321.5.PB.5.7A01_1,,,,1.0,,,,7.0,2.0,2.0,,1.0,A
607,MN285014.1,,,,15.0,,,,12.0,1.0,2.0,3.0,3.0,A
608,AJ239357.1,,,,40.0,,,,39.0,23.0,11.0,5.0,13.0,A
609,MG524220.1,,,,13.0,,,,12.0,1.0,5.0,1.0,1.0,A
610,20A-618-30_1C07,,,,3.0,,,,10.0,,,1.0,1.0,A
611,CR9114_N5K,,,,11.0,,,,7.0,6.0,3.0,5.0,4.0,A
612,AF062193.1,,,,6.0,,,,6.0,,1.0,,1.0,A
613,MN288066.1,,,,13.0,,,,14.0,7.0,3.0,1.0,4.0,A
614,GU570270.1,,,,18.0,,,,20.0,8.0,3.0,2.0,3.0,A
615,KT304428.1,,,,20.0,,,,18.0,7.0,5.0,1.0,3.0,A
616,AY179837.1,,,,4.0,,,,5.0,,,,,A
617,CR9114_M12_,,,,19.0,,,,15.0,4.0,5.0,1.0,6.0,A
618,KT304362.1,,,,8.0,,,,14.0,11.0,8.0,5.0,6.0,A
619,MN281037.1,,,,3.0,,,,6.0,2.0,3.0,1.0,1.0,A
620,FI225V,,,,5.0,,,,8.0,8.0,5.0,6.0,3.0,A
621,54.ND.02_Heavy,,,,10.0,,,,6.0,4.0,2.0,2.0,1.0,A
622,MN285487.1,,,,2.0,,,,2.0,3.0,3.0,,,A
623,MK269830.1,,,,4.0,,,,4.0,,,1.0,,A
624,10_63-6C,60.0,19.0,,121.0,77.0,55.0,2.0,32.0,488.0,564.0,562.0,438.0,A
625,OK094319.1,,,,3.0,,,,9.0,2.0,2.0,4.0,2.0,A
626,MW176157.1,,,,5.0,,,,8.0,,,,,A
627,AY393115.1,,,,2.0,,,,7.0,1.0,,,2.0,A
628,SFV015_1A01_1,,,,2.0,,,,7.0,11.0,5.0,7.0,4.0,A
629,MW681644.1,,,,9.0,,,,8.0,2.0,2.0,4.0,2.0,A
630,MK269757.1,,,,2.0,,,,2.0,,,,,A
631,20A-518-30_1B06,,,,3.0,,,,4.0,,1.0,,2.0,A
